id,firm,date_review,job_title,location,overall_rating,headline,pros,cons
786875,Travelodge-Hotels-UK,04/01/2018, Anonymous Employee,"Thame, England, England",5,Passionate People,"I've worked at the Support Center for a year and my experience so far is of a great place to work.  People are passionate about what they do and about the company itself. The Leadership team are highly visible and listen to their people.   When I meet colleagues  in the hotels, they are always friendly and welcoming.   A really good working atmosphere.",None I can think of
786876,Travelodge-Hotels-UK,04/01/2018, Anonymous Employee,"Thame, England, England",5,Travelodge Head Office role,Flexible and supportive approach. Open and honest communication. Good support network. Lots of development opportunities.  Great employee benefits. Feel appreciated and motivated to do a good job.,Head office could do with a bit of a revamp.
786877,Travelodge-Hotels-UK,04/01/2018, Employee Relations,"Thame, England, England",4,Company,"Very welcoming, great start and induction. Feel included and listened to.",None that I can think of so far
786878,Travelodge-Hotels-UK,04/01/2018, Hotel Manager,"Milton Keynes, England, England",5,Great company to work for,"Freedom to manage within a brand environment 
And security of working for a company  that is developing in so many ways.   Would always recommend as  career options are endless.",None- what are you waiting for apply you will not regret it!!
786879,Travelodge-Hotels-UK,04/01/2018, Hotel Manager,"Milton Keynes, England, England",3,Great company Values,"Great values being sustained and career progression is widely available,different avenues in to all departments. Plenty of support through all departments to succeed.",At times can be hard to find a good work life balance!
786880,Travelodge-Hotels-UK,04/01/2018, Human Resources Specialist,"Thame, England, England",5,Encouraging and engaging company,Always encourage the best from you and support you to develop yourself,"As such a large company, cannot always meet the people you deal with often"
786881,Travelodge-Hotels-UK,05/01/2018, Everything,"Nottingham, England, England",3,It's a good place to work - Its improving slowly but surely,"Employee Discount 
â€œVery Lucrative. You get 50% off rooms, and food and soft drink at all Travelodges in the UKâ€

Flexible Working (can be done)
â€œIf you speak to the manager and say how many hours a week you can work they will only give you just that amount. If they need you to cover an extra...â€","-Work/Life Balance could be improved as 9/10 you'll have to cover or stay behind to pick up on slack of others. 

- Pay equal when clearly all team member are not pulling there weight. 
all department should not be on equal pay  . as a reception (all round worker it is unfair to get paid whilst doing more work than others)"
786882,Travelodge-Hotels-UK,10/01/2018, Anonymous,"Thame, England, England",5,Breath of fresh air,Great organisation to work for (head office sleepy hollow) really good induction and HR support makes a welcoming start. People generally want each other to succeed and are very inclusive in their teams whatever your level.  Very supportive of work life balance and for the hospitality industry this can be rare. Generous benefits and more than adequate pay.  Really nice to see the CEO Peter Gowers in head office interacting with the team. Great values that make you want to go the extra mile,None at this time
786883,Travelodge-Hotels-UK,18/01/2018, Assistant Manager,"Plymouth, England, England",1,They promise a lot but do not deliver!,The easiest job I have ever had and the company doesn't expect a lot from you which is a very strange way of working!,Very boring with long stretches of loan working and they tend to make a lot of promises and claims that a simply not true
786884,Travelodge-Hotels-UK,24/01/2018, Night Receptionist,"Dorking, England, England",3,Poor management,Enjoyed meeting people from all over the country.,"Unsociable hours, was constantly covering other staff"
786885,Travelodge-Hotels-UK,30/01/2018, Hotel Manager,"Middlesbrough, England, England",5,Manager,Good at encouraging and supporting development,Not enough budgets for hours
786886,Travelodge-Hotels-UK,01/02/2018, Assistant Manager,"London, England, England",3,nice place,they have a good team with nice people ready to help,the training is not so good
786887,Travelodge-Hotels-UK,04/02/2018, Anonymous Employee,"London, England, England",2,Team Member/ Housekeeping supervisor,"Consistent workload, helpful staff, flexible hours.","An inherant lack of power over our housekeepers, meaning there is very little respect."
786888,Travelodge-Hotels-UK,08/02/2018, Manager,"Thame, England, England",2,Horrible place to work,easy work as most people around you dont have a clue,people are spiteful as they are very immature and unprofessional
786889,Travelodge-Hotels-UK,11/02/2018, Anonymous Employee,"Sandwell, England, England",1,Here there and everywhere,"Discount. Easy interview. Fair pay.  Meet great colleagues, 50% discount on rooms and food. Comfortable rooms. Great variety of guests","Poor management talking other peopleâ€™s business! Making sarcastic remarks on social media too!!! Use you for all hours then just drop them when they are fed up with you. No training at all have to learn by yourself. Hate to see people getting along will tell lies and
Make out you are the lier."
786890,Travelodge-Hotels-UK,14/02/2018, Cafe Bar Assistant Housekeeping Receptionist,"Dudley, England, England",1,Dont waste your time,Great team members close to home,"Manager at dudley dont know  what they are doing . Contract to 8 hours a weeks yet thwy push you to work in all departments of the hotel and to use yoy when they have no other staff there. Cant keep anything to them self you have a private meeting and wirhing a hour every member of the team knows what was said word for for . 
Also yoy will get you monthy routa but within 2 days it will changed without even asking you if its ok and then not happy when u dont turn in as they have put u in on your day off . 
Mangers causing more problem than any team members..
You could work the day shift and then be called in to work for the night shift"
786891,Travelodge-Hotels-UK,25/02/2018, Housekeeper,"Manchester, England, England",3,Housekeeper,"Flexible hours, easy job if your fit as a fiddle, your , your own boss really whilst cleaning the rooms","If I have holidays booked they can get cancelled at the drop of the hat if some one leaves , which has just happened to me !  Due to go on holiday on the 9th of March , booked 2 days off and they may cancel them if they canâ€™t get any staff !!! So not on fair !!"
786892,Travelodge-Hotels-UK,07/03/2018, Anonymous Employee,"Thame, England, England",2,Progression,Very little training and progression,"You have to be in with the 'crowd' for progression. Bar is set very low, so dealing with internal colleagues can be challenging."
786893,Travelodge-Hotels-UK,10/03/2018, Room Attendant,"Newcastle upon Tyne, England, England",2,it should be illegal what hotels expect from their housekeeping staff,Double pay for bank holidays,"Extremely unrealistic expectations. 
EXTREMELY. RIDICULOUSLY.

They expect room attendants to clean 3 rooms in an hour, whilst there is no linen porter backing them, therefore, room attendants have to do everything from getting the linen, taking them away, filling up their trolleys, washing their cups on another floor...  meaning that apart from cleaning the rooms, we have another bunch of tasks we should do."
786894,Travelodge-Hotels-UK,15/03/2018, Reception and Bar Cafe Team Member,"London, England, England",1,Reception and bar cafe team member,Half price hotel rooms,Unsociable hours lone working lack of proper training
786895,Travelodge-Hotels-UK,26/03/2018, Housekeeper,"Brighton, England, England",3,Housekeeper,The work was easy to learn,Put under strenuous time constraints
786896,Travelodge-Hotels-UK,04/04/2018, Receptionist,"Billingshurst, England, England",5,"""Cares About People""",I have worked for Travelodge for four and a half years.  Excellent management and friendly staff. Great career opportunities with good employee benefits. Exceptional support network from all Travelodge staff. Excellent place to work to meet lots of lovely guests.,Cannot think of any at the moment
786897,Travelodge-Hotels-UK,06/04/2018, Receptionist,"Newcastle upon Tyne, England, England",5,Amazing!,"Customers
Flexible hours
Employee benefits
Progression
Health and safety at the forefront
Job satisfaction 
Praise when doing well
Targets to complete 
Scores so you know how well you are doing 
Reviews throughout
Work/life balance
Values
Care about people",I love it too much!
786898,Travelodge-Hotels-UK,06/04/2018, Supervisor,"Christchurch, England, England",5,Supervisor/ receptionist,"Great working atmosphere with colleagues and manager.

Support from all over travelodge if you need it.

They want to help you progress your career within the company 

They continuously ensure processes are correct and updated and that everyone is compliant 

They care for there employees",None to date and Iâ€™ve been here 4 years
786899,Travelodge-Hotels-UK,06/04/2018, Supervisor,"Bradford, Yorkshire and the Humber, England, England",5,hotel supervisor,I have worked for travelodge for 7 years. I started as a housekeeper as this fit around my home life.  I quickly moved up to reception  and with support from my manager continued to learn more and more also doing courses on the way from customer service to the Aspire programme which I am about to start with the end goal managing my own hotel. Travelodge is a great place to work and if you have a family it can work great around your home life. Its a place where if your wanting to progress the management and learning development team are only too willing to help you reach your goal.,your friends and family always wanting to use F&F discount!!!!
786900,Travelodge-Hotels-UK,07/04/2018, Food and Beverage Supervisor,"Saint Austell, England, England",5,Awesome,"There is a great opportunity for those willing to take it. Within a year I had started as a housekeeper to F&B Supervisor and on the Aspire course towards management.
You have fantastic perks like 50% off rooms and food at any travelodge.
For a company always expanding they are always looking for ways to improve for the better.",You find there can be a wait on things being fixed or issues sorted promptly.
786901,Travelodge-Hotels-UK,07/04/2018, Front Desk Receptionist,"Glasgow, Scotland, Scotland",5,Receptionist,Nice friendly atmosphere team care about each other and guests,Up till this moment didnâ€™t find any
786902,Travelodge-Hotels-UK,07/04/2018, Hotel Receptionist and Bar,"Cardiff, Wales, Wales",5,Amazing career prospects and development,There is a really good development program that helps candidates develop the necessary skills to work towards becoming a manager and building their Travelodge careers. The team I work with are like a big disfunctional family we all work together really well and help each other out as a team should.,Some hours are unsociable but you know that when you sign up and it is only selected shifts
786903,Travelodge-Hotels-UK,07/04/2018, Receptionist,"Yeovil, England, England",5,Great internal support system for growth! Aspire - Traveller,"I have worked for Travelodge for a year and a half,  I was given an opportunity by the manager through a hard time in my life, i was very stuck and this job got me out and has now led me to achieve some great aspirations for the future! I started as a housekeeper and progressed onto reception, and then quickly onto the first internal course and happy to say i have passed that, i am now about to start the Aspire - Traveller programme. 
The internal support system is incredible, i have never been held back, they have pushed me when my confidence has lacked and knew i could do it and become a great future manager! Travelodge offer great opportunities to anyone willing to take them, support wherever you may need it all you have to do is ask!
 The diversity of the job is so big, no day is the same working in Travelodge, I absolutely love the job, the growth they allow me to have and the customers i encounter on a daily basis just make my job that bit more special. I am looking forward to a long career within the business and becoming a manager of the future for the business :)","No cons, it's an exceptional company to work for!"
786904,Travelodge-Hotels-UK,07/04/2018, Supervisor,"Hereford, England, England",5,Supervisor/ Aspire member,"I have been working at Travelodge for nearly 12 months, this was completely new to me as I had come from a completely different background but it was something that I have always wanted to do. I was so pleased that I was successful in gaining a position and have not looked back at all, I absolutely love my job, from day one I have been well supported and been made to feel part of the team. I love the fact that everyday is different and you get to meet somebody different day to day, customer satisfaction is key. I have always been encouraged to learn new skills and progress, there is always someone there to help whenever you need it even if there not from your hotel. Training is frequent so your always keeping up to date with everything. I love helping to meet target, ensure the hotel is safe and runs smoothly but also its good to face different types of challenges along the way.  Im looking forward to my future within travelodge and progressing to be the best I can be and become a manager of the future. The friends and family benefits are an added bonus too.",There is Absolutely no cons.
786905,Travelodge-Hotels-UK,08/04/2018, Housekeeping Supervisor,"Glasgow, Scotland, Scotland",4,Working for Travelodge,"-everyday you meet new people
-a variety
-never have two same days, everyday is different
-can get chance to have more experience
-care for employees",#NAME?
786906,Travelodge-Hotels-UK,09/04/2018, Administrative Assistant,"Heathrow, England, England",5,Great company for better opportunities,Wonderful up to date incentives given. Great focus of customer services. Unlimited opportunities to elevate with in the company. Great chances to move between departments and hotels.,Minimum paid wage is not enough
786907,Travelodge-Hotels-UK,09/04/2018, Administrative Assistant,"Covent Garden, England, England",4,my experience,"I have joined Travelodge nearly 2 years ago .
I have started at reception later took over H&S and at the beginning of the year I became an assistant administrator which gave me the opportunity of new challenges and new experiences and I have learned a lot about the financial side of the hotel.
I has been rewarding and I am looking forward to learn more and meet new people, I have now joined Aspire and I am excited to start the programme.",as we are a very busy hotel there is no time for any training therefore team members are unruly and very outspoken.
786908,Travelodge-Hotels-UK,09/04/2018, Hotel Supervisor,"Richmond, London, England, England",5,Hotel Supervisor Ieva,"I've been working for Travelodge already for more than a year, and throughout this whole time I have learned many, many things. Starting with customer service, where I slowly but steady got better and gained immense self-confidence, and ending with technical things or evident language improvement - I cannot tell enough of thanks for Travelodge for helping me realize my dream of pursuing a career in tourism and hospitality.",no any cons i have to mention.
786909,Travelodge-Hotels-UK,09/04/2018, Housekeeping Supervisor,"Covent Garden, England, England",3,My journey,I have start working in Travelodge 2 year ago like room attender and after 4 months  later Travelodge give me the opportunity to becoming a supervisor.This  give me the opportunity manage a team and learn new things.After a few months i also trained in  reception and be able to  see how Travelodge makes the journey of the customer the priority .,The team needs to be more organised and also the team needs more training and motivation.
786910,Travelodge-Hotels-UK,10/04/2018, Receptionist,"Castle Bromwich, England, England",5,Reception,"Chances to prove myself personally and professionally.
Acknowledgement of my efforts.
Friendly environment and everyone cares.
Although I am a very new worker I have been given equal chances of growth and development as any old employee.",You will never be happy anywhere else.
786911,Travelodge-Hotels-UK,10/04/2018, Receptionist,"Dunfermline, Scotland, Scotland",5,Great place too work,"working with the company opens so many doors, from the word go its all hands on deck, you never know what is going to walk through your door, always new faces walking in and loads of regulars its always a fun day meeting all these people, from colleagues to management to senior management all so welcoming and offer the top most support through any issues the come along, the perks are always good from discounted rooms all over the uk which is a plus,",i don't have any cons for the company
786912,Travelodge-Hotels-UK,10/04/2018, Supervisor,"Southgate, England, England",5,Hotel Supervisor and ASPIRE  Traveller,"I have joined Travelodge almost 3 years ago,  I can proudly say that this has been my longest employment and that's because of job satisfaction.  

Pros: Flexibility around work hours, great staff discount for travelodge hotels all over UK  & that comes in handy for me as I love travelling . Lastly, great training opportunities if you wish to advance your career. This year I have decided to join the ASPIRE training programme  with  the aim of learning more and moving up the management ladder, because you can.",It's hard to think of anything negative;  you need to be a people person in order to this job and I have witnessed few staff turnover at our branch of Travelodge and that's due to lack of job interest by candidates. When such candidates decide to walk away from the job; thats when the extra shift covers would effect other team members work and personal life balance.
786913,Travelodge-Hotels-UK,11/04/2018, Food and Beverage Supervisor,"Manchester, England, England",5,"Great people, great business, great opportunities.","National Living Wage for all employees,  irrespective of age.
Staff benefits including reduced rate rooms nationwide and in Spain!
Fair contracts.
Advancement opportunities.","None spring to mind, happily!"
786914,Travelodge-Hotels-UK,11/04/2018, Front Desk Receptionist,"London, England, England",5,Good Organizational Culture and  GREAT PERKS!!,"1. PERKS, PERKS AND MORE PERKS!!!
2. 50% OFF ROOMS AND FOOD AFTER THREE MONTHS!! 
3. FRIENDS AND FAMILY TOO, GET ROOMS FOR Â£14.99!!
4. MANAGEMENT DEVELOPMENT PROGRAM FOR TEAM MEMBERS INTERESTED IN MANAGEMENT!!
5. CINEMA , RETAIL AND HOLIDAY DISCOUNTS!!
6. Lots of career opportunities and happens speedily! With determination, you can become an assistant hotel manager within 18 months.","1. There is still a robust recruitment process for Internal vacancies - should be less robust and not treated as an external applicant. Maybe eliminate the group assessment?
2.  Hotel jobs should not be considered a minimum wage job as it is less casual than a retail or supermarket job. Therefore, pay should set us apart, atleast 20p above minimum wage.Travelodge should lead and set this example for other hotels."
786915,Travelodge-Hotels-UK,11/04/2018, Receptionist,"Ramsgate, England, England",5,Aspire and Beyond,"Great team, fun place, amazing support and Everyday is different. Having worked in security for 6 years and a childrenâ€™s home for nearly 2 years this is one of the most fun stress free places Iâ€™ve worked. This is a career I grabbed with 2 hands and will never look back. Been in the job only 9 months but trained in all areas and canâ€™t  wait to learn more. Would definitely recommend Travelodge to anyone that wants  a job that looks after you and makes you smile and want to go to work.",Honestly canâ€™t think of any. Every place may have minor ones but we just get on with it. If there is issues we have amazing support from our own HM and our DM.
786916,Travelodge-Hotels-UK,11/04/2018, Receptionist,"Gravesend, England, England",5,Amazing Company - love my job!,"Working at Travelodge has been the best decision I have made, the manager is very supportive. There is an Aspire programme which you can do to help you progress to be a manager. You get 50% discount when you stay at a Travelodge! I really enjoy where i work, the team members are lovely and i really enjoy the customer rapport you get to build up with some of the regulars too!","The pay is minimum wage, as a receptionist there is a lot to do for minimum wage."
786917,Travelodge-Hotels-UK,11/04/2018, Team Member,"Heathrow, England, England",5,Team member,It is an amazing establishment to work for with amazing benefits for the employees.,Nothing for me to report
786918,Travelodge-Hotels-UK,12/04/2018, Cafe Bar Assistant,"Leeds, England, England",5,Aspiring Traveller,"I work part-time at leeds vicar lane site in the bar and restraunt area. As a full time student the jobs flexibility fits perfect. I love how not one shift is the same. I have met some incredible people during my years service from performers at the grand theatre which is situated behind the hotel, to regular guests who have formed a lovely relationship with. Ultimatley, anyone who works in a hotel would need to have excellent people skills and here at Leeds Vicar lane we withhold great communication skills. A Finally, their is a great progression within the company, which is why i took to applying for Aspire.",I struggle to find a negative about my job but to find one I would state the opportunity to cross train. However this will be soon resolved by cross-training in all departments as part of the aspire program.
786919,Travelodge-Hotels-UK,12/04/2018, Food and Beverage Supervisor,"Bolton, England, England",5,Great place to work!,"I have worked for the company almost three years now and I still enjoy coming to work every day! Not everyone can say that about their job.  I was hired as a part time receptionist and straight away I knew that I wanted to know all the ins and out of Travelodge and work my way up in the company. I am currently a Food and Bevarge supervisor at my hotel and I have just been accepted onto the aspire course to become a hotel manager. The job has so many positives! The hours and shifts are flexible, the benefits are amazing - discounts on hotels of course and also retail discounts for loads of places. The staff are what make travelodge in my opinion, i've seen a few staff turnovers but i've always enjoyed working along side my colleagues and for my managers. There are many opportunities to learn and progress with in the company and I think this is great for those who know what they want to achieve within their career path.  Each and every shift is different from the last and you meet so many different people and you get the chance to be part of their experience staying at your hotel whether it is for business, personal or even small break away from home. Knowing you have made an impact on someone's day even just a smile or small conversation gives you such satisfaction and pride in your job. I hope to continue my career within Travelodge for years to come and to share my knowledge and experience with others.",It really helps to be a people person in this job as you meet so many different people each and every day and you are one of their first impressions of the hotel and you have to make that count! You can be put it difficult situations where you need to think on your feet and deal with it there and then.  You  work as part of a team and independantly so its good to know how to split resonsibility but also know how to handle a shift on your own.
786920,Travelodge-Hotels-UK,12/04/2018, Hotel Operations Supervisor,"Oldham, England, England",5,Hotel Supervisor,I have been at Travelodge for 4 years now i started off working two days a week because i had another job as a swimming teacher but then i left teaching to progress in Travelodge as i felt i wasn't going anywhere with that company. Travelodge is perfect for progressing i now work full time at my hotel and its closer to home. I have gone from a night shift worker to a housekeeper to a receptionist on early and late to supervisor and now I can't wait to start aspire and learn new things.  I love my team and the benefits and perks you get working for Travelodge.  (Friends & Family Discount),It would be the computers need a bit of a update as they run very slow.
786921,Travelodge-Hotels-UK,12/04/2018, Rececptionist,"Cardiff, Wales, Wales",5,Great opportunityâ€™s to go further  within company,Great support from management,Not enough recognition within the company
786922,Travelodge-Hotels-UK,12/04/2018, Supervisor,"Plymouth, England, England",5,Travelodge,"Working for Travelodge we have been given excellent customer care training, and there are great discounts given to team member which make us feel valued. As a team we feel really well supported and can always ask colleagues for advice when needed.",No cons come to mind
786923,Travelodge-Hotels-UK,13/04/2018, Hotel Operations Supervisor,"Barton Stacey, England, England",4,Hotel Supervisor,"Travelodge is a great company to work for. I have worked here for just over a year and started as a receptionist. I had no experience but a general idea of the job. Within the short time I have been here I have progressed to be hotel supervisor, and I have just started the in house Aspire Traveller course which trains you to become Assistant hotel manager or Hotel manager in smaller hotels witihin travelodge. The company will help you progress further on your career path as long as you put the effort it.","As a Hotel Supervisor you are given extra responsibilities with a very small pay increase. When the manager is off your are expected to take over running the hotel but without any of the benefits of being assistant manager e.g Salary, Keyholder bonus etc. Taking anytime off is usually an impossibility due to so low staff levels. We currently have just enough staff to cover each shift which means when someone is ill or on holiday we all have to do a lot of extra  hours e.g double shifts to cover."
786924,Travelodge-Hotels-UK,13/04/2018, Receptionist,"Toddington, East of England, England, England",5,Aspire Traveller,"I've been working as a receptionist at Travelodge for 2 years and from the start, I have received all the help and the support from my manager and colleagues making my learning and training easier and enjoyable. As a result of my progress, now I am enrolled in Aspire Traveller Program with the goal of becoming a manager in the future.","None for me, but I guess depends on the person. 
I actually recommended to a friend and now my friend is working as a receptionist in a different Travelodge."
786925,Travelodge-Hotels-UK,14/04/2018, Supervisor,"Glastonbury, England, England",5,A company that invests in you!,"Opportunities -  Having only been with the company for less than a year I have been blown away by the opportunities available to all staff. Whether you are on reception, housekeeping, working part/full time Travelodge gives everyone the chance to reach their career goals. From first week I was informed of the Aspire management program and I'm very pleased to say that I have now been accepted on to the course.  
Company that cares - I work in a fairly small hotel with great close-knit team and we all work really well together. We have a great line of communication with our manager who we know is always available and happy to help! Other hotel managers and team members are also only a phone call away, so even when working alone you know there is someone always there. Travelodge also cares what each individual thinks, you can pass on any concerns/suggestions/queries whatever it mayb, to your manager who will either work closely with you at hotel level or pass it on to relevant people. I feel like my opinion matters and things I say are taken on board.
Flexible working hours - I started working at Travelodge with a temporary reception 8 hr contract, I am now on a full time Supervisor 32 hr contract, this is a great company to be part of if you need to work around other obligations.  With the option to work a variety of shift times, I am able to fit my work around busy life and know that if I have issues with the rota I can talk to another team member about swapping shifts or have a quick chat with our manager to see if things can be rearranged.  
Benefits - Not only do we get fantastic room rates for all of Travelodges 500+ hotels but as an employee we are able to receive great deals and discounts across lots of high street brands: Supermarkets, phone companies, electrics and restaurants just to name a few!","Travelodge will become one of your main topics of conversation, (everyday is different and you meet some really interesting characters!) this may irritate friends and family, but they will get their own back by pestering you for friends and family room rates!"
786926,Travelodge-Hotels-UK,14/04/2018, Team Member,"Slough, Berkshire, South East England, England, England",5,Team Member,"I've worked with Travelodge for over a year now and the company has never failed to help me with the training opportunities to excel in my career. For instance, this year i've admitted myself in the Aspire training programme which will further help me to upgrade my knowledge and skills in the management field.
Besides i've also received great support from my staff and senior management.
Having to face new people each day and the warm nature of my colleagues, it is never a dull day in the company. So also a variety of facilities like staff discount including family members and satisfactory work hours has given me immense pleasure working for the company.

It has led me to build a strong foundation for my career.",No cons for this company.
786927,Travelodge-Hotels-UK,15/04/2018, Hotel Manager,"Thetford, England, England",5,Hotel Manager - Thetford,"Excellent company. Really cares about its people and customers. Would definitely recommend. Fantastic support from District Manager and Head Office. Very positive and rewarding company, always expanding and opening new hotels with amazing new room designs.",Nothing that I can think of.
786928,Travelodge-Hotels-UK,16/04/2018, Hotel Supervisor,"Chichester, England, England",5,Aspire Traveller,"I have currently been working for Travelodge for just under 2 years. This company offers great opportunities to further your career to management if wanted, or even just extra training to become the best at your current position, also offering flexible hours, large company discounts for staff members and not forgetting their family and friends too! I class myself as a peoples person so what better way to fulfill this than endless amounts of guests on a day to day basis.","You find you have more friends and family come out the woodwork for discounts ha ha!!
Also find my self constantly looking at pillowtalk  (guests review of the hotel) whether its day off or on shift1"
786929,Travelodge-Hotels-UK,17/04/2018, Housekeeper,"Lytham St Annes, England, England",5,Pleasant Surprise,"When I first started working for the Travelodge as a Housekeeper, having a young son, it was just a part time job that fit well around my family life. I never expected to have become part of a fantastic team, working for a company that wants every employee to become the best they can be. Now, 18 months later, I have been excepted on to the Aspire Management Training Programme and I am passionate about the hotel, our guests and my amazing colleagues/friends.",Non that I can think of.
786930,Travelodge-Hotels-UK,19/04/2018, Management Trainee,"Weston-super-Mare, England, England",5,My experience with Travelodge so far...,"The pros of working for a great company in the hotel industry are meeting new and friendly people everyday and enjoying the perks of discounted hotel stays and food and beverage. I would recommend working for this company for travel lovers and people who love to show great customer service. Growing up I've had issues with confidence and talking to new people but working for Travelodge has shown me that talking to new people is actually a great part of life, learning about different places and cultures and seeing how I can impact their stay and finding out how to make their stay better really does make a difference.","I personally don't see any cons with the company, they are always helpful with anything I need and they show an interest in anyone interested in furthering their career with them."
786931,Travelodge-Hotels-UK,21/04/2018, Supervisor,"Peterhead, Scotland, Scotland",5,It's a company that cares,"I have been working with Travelodge less than a year and I started as receptionist. I had no experience before, but with motivation and good training itâ€™s easy to learn. Iâ€™m Hotel supervisor now, but I donâ€™t want to stop progress at work and I started ASPIRE Traveller programme. 
Itâ€™s a fantastic company to work for that gives you the opportunity to expand on your abilities and grow with the company.  I'm proud to be a part of this big team.",I canâ€™t think of any
786932,Travelodge-Hotels-UK,24/04/2018, Hotel Operations Supervisor,"Leeds, England, England",5,Travelodge - Excellent company!,"Rewards - 50% discount of all rooms, 50% off F&B, friends and family rooms and discount
Good development programs - lots of opportunities to go higher up in the company
Good training and induction programs for new starters
Relaxed atmosphere
Good teams",Can't think of anything!
786933,Travelodge-Hotels-UK,26/04/2018, Receptionist,"Guildford, England, England",3,Average,Other team members were great.,"No break on an 8 hour shift, always understaffed, minimal training, poor manager"
786934,Travelodge-Hotels-UK,27/04/2018, Assistant Manager,"London, England, England",1,Modern slavery,"if you are an underdog, slave, desperate then this job is for you, Travelodge is simply a trailer trash they don't treat staff with respect nor you have rights. salary is equal to dustman's job at least as a dustman you get a space and respect unlike Travelodge toxic environment fake presentation awful and appalling management",Travelodge is a low budget hotel and so is thier pay and the management is lower than the lowest
786935,Travelodge-Hotels-UK,27/04/2018, Team Member,"Ludlow, England, England",4,Team Member,"Super friendly colleagues and lovely working environment, most guests are nice especially the regulars. Good benefits alongside the job.",Unfortunately no wage increase. Definitely not the easiest system to work on however help is easily accessed.
786936,Travelodge-Hotels-UK,28/04/2018, Night Receptionist,"Grantham, England, England",5,Aspire Traveller 2018,"I love the fact that every day is different, with different guests, different travels, different reasons for staying and different life stories.
It's always lovely to see a friendly face and to be able to put a smile on our guests faces! Above and beyond their expectations is always a good way.","I don't feel I can point out any cons. For me personally, this is a great job and a great company to work for. Not only am I going to progress my career through Travelodge, but i'm also learning valuable life skills."
786937,Travelodge-Hotels-UK,02/05/2018, Food and Beverage Supervisor,"Covent Garden, England, England",5,Nice place to work,"Supportive management, friendly atmosphere and helpful team",lots of people leaving after 3 months of their joining.
786938,Travelodge-Hotels-UK,02/05/2018, Team Member,Singapore,5,My Experience working for Travelodge,"Working for Travelodge has plenty of pros, my colleagues I work with are basically family, which makes working with them pleasant. I get flexible hours and a generous amount of holiday days to use. Travelodge has provided me with plenty of work skills and life skills, and taught me so many things such as Till and cash handling, communication with the public and the correct ways to cook and clean. After working for the company for just over a year, I'm looking at furthering my skills and overall career by applying for the Managers Scheme that they provide! And I know if I ever was to leave the company (Doubt I would), I have some amazing skills that I will keep with me for the rest of my working days. In a nutshell, Travelodge Hotels is an amazing experience, and I would recommend it to anybody.","I personally, have no cons when working for Travelodge."
786939,Travelodge-Hotels-UK,03/05/2018, Front Desk Receptionist,Singapore,5,CARES FOR YOU,"There are no limitations as to where you can reach in your career with Travelodge.. Opportunities are available, you just have to grab them!","Could not be ideal if you expect a routine, days are different all depending on how busy it is!"
786940,Travelodge-Hotels-UK,04/05/2018, Front Desk Receptionist,"Bishan New Town, ",1,Night reception,Your on your own which I like personally,"Bullying is allowed to take place. If there are no witnesses nothing will be done! I had keys thrown at me and personal belongings broken by other staff amongst other things and nothing was done! 
There is no cctv anywhere in hotel or grounds
Lone worker
Expected to do alsorts from lugging laundry up stairs to cleaning up after cleaners that can't be assed to clean up after themselves. 
Dealing with guests fighting, ejecting guests from hotel without support or back up! 
Travel lodge are obsessed with saving money and this is at the expensive or guests and the safety of staff.
Lights in corridors were changed to come on when movement sensed this meant guests were half way up stairs in pitch black before they came on and I spent half the night in the dark up and down corridors!
Health and safety doesn't exist! Cleaners throw lost property around and on two occasions I nearly had my hand off on knives that has been found in rooms and just thrown on reception desk under papers instead of dealt with! 
Anything that breaks in travel lodge stays broken for months at a time! I ended up in a and e as a result of a draw that someone has removed runners on and not said anything so I pulled it open and it flew out and landed on my foot! I couldn't walk properly for three days. This was left broke for weeks and weeks after until eventually a work man came but as I pointed out if it injured me again I would take legal action! 
The dirty Landry is in the same room as the clean and the room is very small and cramped something I'm sure guests wouldn't like, I wouldn't want to sleep on sheets that had touched someone else's dirty ones! 
There was also a fridge in the room where the dirty Landry is kept which I'm sure isn't ok under environmental health laws. 
All in all the place has no health and safety and allows bullying to go on! If you want to work here do so at your own peral. 
If you have a problem with your pay don't expect to talk to payroll as they only communicate with managers!"
786941,Travelodge-Hotels-UK,06/05/2018, Team Member,"Paya Lebar, ",2,Pay more to retain good staff,"Discounts on hotels, people, food",Minimum wage means high staff turnover
786942,Travelodge-Hotels-UK,10/05/2018, Cleaner,"London, England, England",4,it was a good interview that made me a permamnent staff,it allows for connection of knowing more colleages,it does nt allow for exchanging of company information
