id,firm,date_review,job_title,location,overall_rating,headline,pros,cons,reviewText,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Sentiment
787117,Travelodge-Hotels-UK,07/06/2019, Finance,"Thame, England, England",4,"Fantastic place to work, people are energetic and enthusiastic, Excellent CFO and CEO",Always looking to promote within,salary for junior roles is quite low compared to the market,"Fantastic place to work, people are energetic and enthusiastic, Excellent CFO and CEO Always looking to promote within salary for junior roles is quite low compared to the market",0.003507401,0.027515525,0.9689771,Positive Sentiment
787118,Travelodge-Hotels-UK,10/06/2019, Team Member Bar/Cafe,"Manchester City Centre, England, England",1,HR/ER Disgusting,Equal hourly pay for all employees - Being 17 was good to get minimum wage for 25 and over.,HR/ER Useless to help me with my sexual harassment from a Manager.,HR/ER Disgusting Equal hourly pay for all employees - Being 17 was good to get minimum wage for 25 and over. HR/ER Useless to help me with my sexual harassment from a Manager.,0.92246866,0.071019255,0.006512127,Negative Sentiment
787119,Travelodge-Hotels-UK,13/06/2019, Team Member,"Glasgow, Scotland, Scotland",1,Avoid as management is shocking,"Cheap rooms, flexible hours, good team apart from manager. Great job for a student or single mother with the flexibility.","The hotel I worked in at Braehead Glasgow was not one I'd recommend the manger had her little click and is overly friendly with some staff members. She is unapproachable and doesn't try to help anyone other than her group. I feel she is to young and immature to be a manager, and dealt badly with a racist problem within the hotel.","Avoid as management is shocking Cheap rooms, flexible hours, good team apart from manager. Great job for a student or single mother with the flexibility. The hotel I worked in at Braehead Glasgow was not one I'd recommend the manger had her little click and is overly friendly with some staff members. She is unapproachable and doesn't try to help anyone other than her group. I feel she is to young and immature to be a manager, and dealt badly with a racist problem within the hotel.",0.87848616,0.10307637,0.018437458,Negative Sentiment
787120,Travelodge-Hotels-UK,17/06/2019, Night Receptionist,"Chippenham, South West England, England, England",5,Always more opportunities to learn and grow,"Since being with Travelodge I have discovered that there is always more opportunities to learn and grow.  Having worked with the public previously in my other jobs I thought i was pretty experienced with dealing with people. However Travelodge has taught me that you can never have enough experience. 
Whilst at Travelodge i have dealt with many people and and many situations that have caused me to adapt myself and my environment in order to give the best customer experience possible.
Travelodge has also taught me that i can continue to grow and that all experiences, although not necessarily comfortable at the time help me to continue my personal development. Among a few of the skills i have further developed whilst with Travelodge include multi-tasking, being able to work as a team as well as independently, attention to detail, time management, taking initiative, communication, flexibility and staying calm under pressure. It's definitely a company i would recommend working for if you wish to further yourself!",Lone working isn't always ideal during busy times but does allow you to build confidence in your own abilities.,"Always more opportunities to learn and grow Since being with Travelodge I have discovered that there is always more opportunities to learn and grow.  Having worked with the public previously in my other jobs I thought i was pretty experienced with dealing with people. However Travelodge has taught me that you can never have enough experience. 
Whilst at Travelodge i have dealt with many people and and many situations that have caused me to adapt myself and my environment in order to give the best customer experience possible.
Travelodge has also taught me that i can continue to grow and that all experiences, although not necessarily comfortable at the time help me to continue my personal development. Among a few of the skills i have further developed whilst with Travelodge include multi-tasking, being able to work as a team as well as independently, attention to detail, time management, taking initiative, communication, flexibility and staying calm under pressure. It's definitely a company i would recommend working for if you wish to further yourself! Lone working isn't always ideal during busy times but does allow you to build confidence in your own abilities.",0.007498924,0.09854664,0.8939544,Positive Sentiment
787121,Travelodge-Hotels-UK,20/06/2019, Housekeeping,"Okehampton, England, England",4,Fab job great team love working here just shame canâ€™t fix hours or days,Hours are flexible and good team to work with,When no hours to work due to not being busy,Fab job great team love working here just shame canâ€™t fix hours or days Hours are flexible and good team to work with When no hours to work due to not being busy,0.017796937,0.049565498,0.93263763,Positive Sentiment
787122,Travelodge-Hotels-UK,22/06/2019, Housekeeper,"Redruth, England, England",1,Wouldn't recommend working for travelodge,"No pros for working here, I don't come in to work and look forward to the day, I look forward to finding another job so I can finally leave","Overstated, underpaid, manager is whipped by the supervisor, management doesn't listen  when you voice your concerns, made to work overtime every shift, favouritism..the list is endless","Wouldn't recommend working for travelodge No pros for working here, I don't come in to work and look forward to the day, I look forward to finding another job so I can finally leave Overstated, underpaid, manager is whipped by the supervisor, management doesn't listen  when you voice your concerns, made to work overtime every shift, favouritism..the list is endless",0.88225067,0.10379962,0.013949657,Negative Sentiment
787123,Travelodge-Hotels-UK,22/06/2019, Housekeeping,"East Grinstead, England, England",5,Housekeeping,"Good rates of pay, caring managers, flexible hours, good colleagues","- Can be tiring
- Can only progress into management programme if in a reception position","Housekeeping Good rates of pay, caring managers, flexible hours, good colleagues - Can be tiring
- Can only progress into management programme if in a reception position",0.12987457,0.49432552,0.37579995,Neutral Sentiment
787124,Travelodge-Hotels-UK,02/07/2019, Trainer,"Birmingham, England, England",3,Hard work,Great pay good bonus structure,Travel is too much not organised,Hard work Great pay good bonus structure Travel is too much not organised,0.14327864,0.351794,0.5049274,Positive Sentiment
787125,Travelodge-Hotels-UK,03/07/2019, Receptionist,"London, England, England",2,Unsupportive management,50% discount on all bookings after 3 months service,"Hard work 
No appreciation from the management 
Long hours 
Meetings between shifts 
No manager present on shifts 
Lack of training","Unsupportive management 50% discount on all bookings after 3 months service Hard work 
No appreciation from the management 
Long hours 
Meetings between shifts 
No manager present on shifts 
Lack of training",0.7976246,0.18234159,0.020033833,Negative Sentiment
787126,Travelodge-Hotels-UK,03/07/2019, Team Member,"York, England, England",5,Best Hotel I have ever worked so far.,"Reliable, Fun and challenge always something to do.",I don't have any love my job.,"Best Hotel I have ever worked so far. Reliable, Fun and challenge always something to do. I don't have any love my job.",0.006048642,0.021223843,0.9727276,Positive Sentiment
787127,Travelodge-Hotels-UK,05/07/2019, Housekeeper,"Govan, Scotland, Scotland",1,DO NOT WASTE YOUR TIME,"Absolutely none 
Nothing was good about it",Terrible place to work job is hard enough without the horrible management who do not care or help staff in any way only want things done their way and to their liking if not become very hostile and rude assistant managers who are on a power trip try to tell you your doing your job wrong when your actual manager doesnâ€™t have a problem with  your work,"DO NOT WASTE YOUR TIME Absolutely none 
Nothing was good about it Terrible place to work job is hard enough without the horrible management who do not care or help staff in any way only want things done their way and to their liking if not become very hostile and rude assistant managers who are on a power trip try to tell you your doing your job wrong when your actual manager doesnâ€™t have a problem with  your work",0.9710931,0.026197968,0.002708941,Negative Sentiment
787128,Travelodge-Hotels-UK,07/07/2019, Hotel Manager,"Hartlepool, England, England",4,Good benefits,"Good pay
Good benefits 
Friendly teams",Lack of support from higher up,"Good benefits Good pay
Good benefits 
Friendly teams Lack of support from higher up",0.024785662,0.20126246,0.77395195,Positive Sentiment
787129,Travelodge-Hotels-UK,10/07/2019, Receptionist,"London, England, England",4,Good company,"hotel discount rates,  half price breakfast","no fixed shifts, low pay rates
limited progression","Good company hotel discount rates,  half price breakfast no fixed shifts, low pay rates
limited progression",0.0110454,0.14134677,0.84760785,Positive Sentiment
787130,Travelodge-Hotels-UK,12/07/2019, Team Member Bar/Cafe,"Govan, Scotland, Scotland",5,Enjoying a job for the first time ever,"My manager is extremely flexible when it comes to my needs as a parent and a part time student, I love the fact that the environment shelby has created is enjoyable and i never dread heading to work, Both shelby and Angela (management) are brilliant, i have finally found a job i enjoy.",If I had to choose i suppose the only moan would be working back shift then on to breakfast but again i don't mind as these are things all staff members do,"Enjoying a job for the first time ever My manager is extremely flexible when it comes to my needs as a parent and a part time student, I love the fact that the environment shelby has created is enjoyable and i never dread heading to work, Both shelby and Angela (management) are brilliant, i have finally found a job i enjoy. If I had to choose i suppose the only moan would be working back shift then on to breakfast but again i don't mind as these are things all staff members do",0.005570357,0.019656336,0.97477335,Positive Sentiment
787131,Travelodge-Hotels-UK,14/07/2019, Receptionist,"Govan, Scotland, Scotland",5,Fair employer with opportunities available for those who wish to progress.,"Great team to work alongside within the hotel (Glasgow Govan).  Given support in role while training from management and staff, as well as having further support from Travelodge HQ if needed.  

Management within the hotel frequently help on all aspects of the hotel chores from housekeeping to cooking, a refreshing change from management.   While maintaining a professional level management are connected and interactive with team, listening to staff and where possible implementing staff ideas.  A day in hospitality is highly unpredictable, as such when management are not on duty there is little/no criticism of actions/decisions made by staff to carry out duties.  

Opportunities for advancement within the Travelodge brand.  Through role you learn many aspects of the hotels running.  In the customer service positions the roles are flexible where you cover many different sections, this brings variety and change in chores to role.   Travelodge seek positive, committed and reliable staff with experience not being a prerequisite unlike other employers. 

Hours are agreeable with study commitments as well as suiting staff members with young families.",Same gripe as most of the population pay could be better.,"Fair employer with opportunities available for those who wish to progress. Great team to work alongside within the hotel (Glasgow Govan).  Given support in role while training from management and staff, as well as having further support from Travelodge HQ if needed.  

Management within the hotel frequently help on all aspects of the hotel chores from housekeeping to cooking, a refreshing change from management.   While maintaining a professional level management are connected and interactive with team, listening to staff and where possible implementing staff ideas.  A day in hospitality is highly unpredictable, as such when management are not on duty there is little/no criticism of actions/decisions made by staff to carry out duties.  

Opportunities for advancement within the Travelodge brand.  Through role you learn many aspects of the hotels running.  In the customer service positions the roles are flexible where you cover many different sections, this brings variety and change in chores to role.   Travelodge seek positive, committed and reliable staff with experience not being a prerequisite unlike other employers. 

Hours are agreeable with study commitments as well as suiting staff members with young families. Same gripe as most of the population pay could be better.",0.023995489,0.3082263,0.6677782,Positive Sentiment
787132,Travelodge-Hotels-UK,17/07/2019, Receptionist,"Paisley, Scotland, Scotland",1,Avoid At All Costs!!!,"Cheap, clean rooms. An amazing team to work alongside minus management.","Management is atrocious. The way management treat their staff is a disgrace. Management all have their favourites, and if you arenâ€™t one of their â€˜possyâ€™ then you may as well just accept that your life will be hell in your job. Donâ€™t speak to management about any issues you have because either the whole team will find out about them, or nothing will get done about them (especially if the issue is regarding one of the managers friends, then you have no chance!). No repercussions for some peopleâ€™s actions but as soon as someone that doesnâ€™t suck up to the manager steps out of line, people need retrained, and there needs to be coaching and advice/fact finding.  The district manager, even if youâ€™re not hitting any targets, doesnâ€™t care and only relays this to management, thereâ€™s no verbal communication with staff when visiting sites which makes staff feel unappreciated for how much they do. Management are completely unapproachable. If you go to your manager with something regarding her/him, expect your life to turn into a living hell.","Avoid At All Costs!!! Cheap, clean rooms. An amazing team to work alongside minus management. Management is atrocious. The way management treat their staff is a disgrace. Management all have their favourites, and if you arenâ€™t one of their â€˜possyâ€™ then you may as well just accept that your life will be hell in your job. Donâ€™t speak to management about any issues you have because either the whole team will find out about them, or nothing will get done about them (especially if the issue is regarding one of the managers friends, then you have no chance!). No repercussions for some peopleâ€™s actions but as soon as someone that doesnâ€™t suck up to the manager steps out of line, people need retrained, and there needs to be coaching and advice/fact finding.  The district manager, even if youâ€™re not hitting any targets, doesnâ€™t care and only relays this to management, thereâ€™s no verbal communication with staff when visiting sites which makes staff feel unappreciated for how much they do. Management are completely unapproachable. If you go to your manager with something regarding her/him, expect your life to turn into a living hell.",0.90471774,0.08457252,0.010709784,Negative Sentiment
787133,Travelodge-Hotels-UK,21/07/2019, Food and Beverage Supervisor,"Edinburgh, Scotland, Scotland",4,good conciliation for private life and job,schedules to work are quite good,not meals on duty anyway you have a 50%,good conciliation for private life and job schedules to work are quite good not meals on duty anyway you have a 50%,0.012015037,0.12682821,0.86115676,Positive Sentiment
787134,Travelodge-Hotels-UK,23/07/2019, Housekeeping Assistant,"Longbridge, England, England",5,Excellent company to work in.,"great benefits, good working conditions.




























great benefit and conditions of work.",none to mention whilst working for company.,"Excellent company to work in. great benefits, good working conditions.




























great benefit and conditions of work. none to mention whilst working for company.",0.007149805,0.046331137,0.946519,Positive Sentiment
787135,Travelodge-Hotels-UK,24/07/2019, District Manager,"London, England, England",2,Operations role,Challenging and get to work with great hotel teams.,Little support from support functions in relation to under-invested estate. Lack of autonomy in role.,Operations role Challenging and get to work with great hotel teams. Little support from support functions in relation to under-invested estate. Lack of autonomy in role.,0.32619974,0.4859646,0.18783562,Neutral Sentiment
787136,Travelodge-Hotels-UK,25/07/2019, Chef Kitchen,"Southampton, England, England",1,Never again,"I had no choice, and I thought the contract terms were much better","I really didn't accept the job. I worked a test day and they liked my job, but they asked me for another 3 days without charging anything and offered a salary of less than the minimum ... A disappointment","Never again I had no choice, and I thought the contract terms were much better I really didn't accept the job. I worked a test day and they liked my job, but they asked me for another 3 days without charging anything and offered a salary of less than the minimum ... A disappointment",0.7966801,0.17742194,0.02589805,Negative Sentiment
787137,Travelodge-Hotels-UK,27/07/2019, Team Member,"Cardiff, Wales, Wales",5,Room cleaners,"friendly work atmosphere, super managers",No air conditioning on the floor,"Room cleaners friendly work atmosphere, super managers No air conditioning on the floor",0.03768147,0.5392322,0.4230863,Neutral Sentiment
787138,Travelodge-Hotels-UK,06/08/2019, Hotel Manager,"Caterham, England, England",3,Best DM,Been in the hotel industry for 11 years now but can definitely say that Ben Dangerfield is one of the best area managers I have ever worked for.,"Managers have to cover the reception and HSK means that after 10 years service you go back to basics, not motivational enough for higher opportunities.","Best DM Been in the hotel industry for 11 years now but can definitely say that Ben Dangerfield is one of the best area managers I have ever worked for. Managers have to cover the reception and HSK means that after 10 years service you go back to basics, not motivational enough for higher opportunities.",0.018071048,0.11286245,0.86906654,Positive Sentiment
787139,Travelodge-Hotels-UK,07/08/2019, Housekeeper,"Cambridge, East of England, England, England",1,Avoid this job,Possibility of not having to work weekends. Depends on job application,Basically slave labour. Management do not support their staff whatsoever. My advice to anyone applying for this job - you could be the best and hardest worker and they will still expect more! I stayed behind 3 hours more than my usual finish time to help them do 20 more rooms and I did not even receive a thanks! Itâ€™s expected of you to also have to work harder if someone is ill or not in (I donâ€™t see how this should affect other housekeeping staff but they do put it on you). This job will demoralise you and I donâ€™t think itâ€™s worth it.,Avoid this job Possibility of not having to work weekends. Depends on job application Basically slave labour. Management do not support their staff whatsoever. My advice to anyone applying for this job - you could be the best and hardest worker and they will still expect more! I stayed behind 3 hours more than my usual finish time to help them do 20 more rooms and I did not even receive a thanks! Itâ€™s expected of you to also have to work harder if someone is ill or not in (I donâ€™t see how this should affect other housekeeping staff but they do put it on you). This job will demoralise you and I donâ€™t think itâ€™s worth it.,0.9068352,0.08288296,0.010281954,Negative Sentiment
787140,Travelodge-Hotels-UK,19/08/2019, Hotel Manager,"Glasgow, Scotland, Scotland",5,Found My New Home,"Upper Management Care About People.
I cannot fault Travelodge from the recruitment process to induction,  I am amazed how good they really are.  Up to 50% off accommodation, 10%. for family.  Employees Discount Website.  More important They Care About The Team not just the profit.   I work with amazing people.   Good work life balance",None.  I can see so far,"Found My New Home Upper Management Care About People.
I cannot fault Travelodge from the recruitment process to induction,  I am amazed how good they really are.  Up to 50% off accommodation, 10%. for family.  Employees Discount Website.  More important They Care About The Team not just the profit.   I work with amazing people.   Good work life balance None.  I can see so far",0.007055651,0.039473098,0.9534713,Positive Sentiment
787141,Travelodge-Hotels-UK,19/08/2019, Hotel Manager,"London, England, England",2,Challenging Staffing resource,Decent salary level and benefits,"High staff turnover, puts huge pressure on managers","Challenging Staffing resource Decent salary level and benefits High staff turnover, puts huge pressure on managers",0.5828444,0.374393,0.04276267,Negative Sentiment
787142,Travelodge-Hotels-UK,19/08/2019, Porter,"Holborn, England, England",3,great start to develop work skills,definitely helps improve work skills,do not wish to say,great start to develop work skills definitely helps improve work skills do not wish to say,0.006645377,0.077040024,0.9163146,Positive Sentiment
787143,Travelodge-Hotels-UK,21/08/2019, General Manager,"London, England, England",5,professional and structured interview,"Interview was structured, friendly and professional",Follow up on available opportunities,"professional and structured interview Interview was structured, friendly and professional Follow up on available opportunities",0.004795556,0.3267639,0.6684405,Positive Sentiment
787144,Travelodge-Hotels-UK,23/08/2019, Receptionist,"Manchester, England, England",1,"If you died, you would need a letter off your coroner to state that you would not be able to make it to work","50% discount on food, soft drinks and rooms.","Extremely overworked!
You have to be in 5 or more places at the exact same time, for little to no appreciation from anyone.
99% of the time my hotel is completely full.
During the day there are 3 or more staff on duty...
At night I am left COMPLETELY ON MY OWN to do the following... (I might have forgotten a few things, as I am rushing to do this, but you will get the gist of what the job ACTUALLY entails)...
â€¢ Clean the kitchen down as the staff on the previous shift couldn't be bothered. They 'claim' that they were really busy, so therefore not had time BUT they clearly had time to have 18 cups of tea/coffee and 14 cig breaks!
â€¢ Empty all new linen cages onto shelves. Empty, wash and refill all tea & coffee caddies, wash and dry cups and cloths, fill the housekeeping buckets and bottles, fill housekeeping trolleys with all necessary items for the day ahead and prepare the housekeeping sheets, with instructions that they do not follow.
â€¢ Check people in on reception desk and create walk-in bookings.
â€¢ Help drunken people to there rooms and clean up their vomit.
â€¢ Help guests apply their WiFi code- most of the time it doesn't work, so I have to waste a good 30mins or so, on the phone going through WiFi troubleshooting.
â€¢ Complete Trackers for both F&B and linen.
â€¢ Process all invoices on the computer.
â€¢ Patrol the corridors every 15 mins and potentially put yourself in harm's way by evicting customers from their rooms, when smoke or are too noisy- There is NO CCTV in the corridor! Anything could happen to you and no one would know or care.
â€¢ Cook pizza, chips, panini etc... for hungry drunk guests all night.
â€¢ Complete regular fire walks.
â€¢ Serve drinks on the bar all night.
â€¢ Clean all public areas and toilets (including outside).
â€¢ Restock all bar fridges using stock rotation.
â€¢ Completing reception duties such as, running the 'End Of Day' completing recheck ins and printing out all reports needed for the day shifts to run smoothly, on the WORST operating system EVER!
â€¢ Set up restaurant for breakfast.
â€¢ Cook breakfast in the morning.
â€¢ Dealing with early departs and people constantly ringing the buzzer just to let me know that they are dropping the key back off, even though there is a sign stating to 'drop your key here'.
â€¢ Cleaning the entire kitchen to make it look that you haven't even been in there.
â€¢ Cashing up the bar till and reception.
***ALL IN 8 HOURS!!!***","If you died, you would need a letter off your coroner to state that you would not be able to make it to work 50% discount on food, soft drinks and rooms. Extremely overworked!
You have to be in 5 or more places at the exact same time, for little to no appreciation from anyone.
99% of the time my hotel is completely full.
During the day there are 3 or more staff on duty...
At night I am left COMPLETELY ON MY OWN to do the following... (I might have forgotten a few things, as I am rushing to do this, but you will get the gist of what the job ACTUALLY entails)...
â€¢ Clean the kitchen down as the staff on the previous shift couldn't be bothered. They 'claim' that they were really busy, so therefore not had time BUT they clearly had time to have 18 cups of tea/coffee and 14 cig breaks!
â€¢ Empty all new linen cages onto shelves. Empty, wash and refill all tea & coffee caddies, wash and dry cups and cloths, fill the housekeeping buckets and bottles, fill housekeeping trolleys with all necessary items for the day ahead and prepare the housekeeping sheets, with instructions that they do not follow.
â€¢ Check people in on reception desk and create walk-in bookings.
â€¢ Help drunken people to there rooms and clean up their vomit.
â€¢ Help guests apply their WiFi code- most of the time it doesn't work, so I have to waste a good 30mins or so, on the phone going through WiFi troubleshooting.
â€¢ Complete Trackers for both F&B and linen.
â€¢ Process all invoices on the computer.
â€¢ Patrol the corridors every 15 mins and potentially put yourself in harm's way by evicting customers from their rooms, when smoke or are too noisy- There is NO CCTV in the corridor! Anything could happen to you and no one would know or care.
â€¢ Cook pizza, chips, panini etc... for hungry drunk guests all night.
â€¢ Complete regular fire walks.
â€¢ Serve drinks on the bar all night.
â€¢ Clean all public areas and toilets (including outside).
â€¢ Restock all bar fridges using stock rotation.
â€¢ Completing reception duties such as, running the 'End Of Day' completing recheck ins and printing out all reports needed for the day shifts to run smoothly, on the WORST operating system EVER!
â€¢ Set up restaurant for breakfast.
â€¢ Cook breakfast in the morning.
â€¢ Dealing with early departs and people constantly ringing the buzzer just to let me know that they are dropping the key back off, even though there is a sign stating to 'drop your key here'.
â€¢ Cleaning the entire kitchen to make it look that you haven't even been in there.
â€¢ Cashing up the bar till and reception.
***ALL IN 8 HOURS!!!***",0.6507674,0.29345894,0.05577369,Negative Sentiment
787145,Travelodge-Hotels-UK,28/08/2019, Receptionist,"London, England, England",4,Amazing for students!,"Everyone is paid equally and you are made to feel like a respected member of the team.

Flexible shift patterns, manager will help to plan around your academic/personal life.

Double pay on bank holidays.

Half price stays at Travelodge Hotels! 

Very good work experience, hospitality roles can look great on any CV.

Opportunity to advance, just don't expect much of a pay rise.","Your experience is really dependant on the quality of the manager with little to no check-ups from upper management. 

Again this depends on the manager but feedback can often be ignored. 

This may be unique to our hotel but the cleaning team can be very hard to communicate with, perhaps due to the generation gap as they tend to be much older than the reception team. 

A manager may see your hotel simply as a stepping stone to promotion, I have personally worked for about five different managers in the space of a year. Some were great, some needed to go back to training.","Amazing for students! Everyone is paid equally and you are made to feel like a respected member of the team.

Flexible shift patterns, manager will help to plan around your academic/personal life.

Double pay on bank holidays.

Half price stays at Travelodge Hotels! 

Very good work experience, hospitality roles can look great on any CV.

Opportunity to advance, just don't expect much of a pay rise. Your experience is really dependant on the quality of the manager with little to no check-ups from upper management. 

Again this depends on the manager but feedback can often be ignored. 

This may be unique to our hotel but the cleaning team can be very hard to communicate with, perhaps due to the generation gap as they tend to be much older than the reception team. 

A manager may see your hotel simply as a stepping stone to promotion, I have personally worked for about five different managers in the space of a year. Some were great, some needed to go back to training.",0.035668112,0.1837545,0.7805774,Positive Sentiment
787146,Travelodge-Hotels-UK,02/09/2019, Housekeeping Manager,"Bristol, England, England",5,Benefit,Amazing benefits and enjoyable,Nothing I have to complain about,Benefit Amazing benefits and enjoyable Nothing I have to complain about,0.010411768,0.06697357,0.92261463,Positive Sentiment
787147,Travelodge-Hotels-UK,09/09/2019, Ecrm Executive,"Thame, England, England",5,A great place to work,"Working alongside and learning from such a talented, welcoming team. The skills and technical knowledge that I have learned from those around me is invaluable and something that I am truly grateful for.

The investment Travelodge makes into every individual is amazing. Multiple workshops are held each month along with opportunities for personal development and growth. Amazing company culture and fantastic people to work for and with.",Nothing to add. Not applicable.,"A great place to work Working alongside and learning from such a talented, welcoming team. The skills and technical knowledge that I have learned from those around me is invaluable and something that I am truly grateful for.

The investment Travelodge makes into every individual is amazing. Multiple workshops are held each month along with opportunities for personal development and growth. Amazing company culture and fantastic people to work for and with. Nothing to add. Not applicable.",0.001898313,0.009163232,0.98893845,Positive Sentiment
787148,Travelodge-Hotels-UK,15/09/2019, Assistant Manager,"Oxford, England, England",5,Unexpected career,"The career progression  in the company is brilliant  starting as a night receptionist and became an assistant manager within 3 years 
Great benifits  rooms,   great teams to work with and good upper management.

You get out what you put in","Staffing levels. Team members pay, investment in the estate","Unexpected career The career progression  in the company is brilliant  starting as a night receptionist and became an assistant manager within 3 years 
Great benifits  rooms,   great teams to work with and good upper management.

You get out what you put in Staffing levels. Team members pay, investment in the estate",0.003094584,0.03041145,0.96649396,Positive Sentiment
787149,Travelodge-Hotels-UK,16/09/2019, Receptionist,"Walton-on-Thames, England, England",5,Receptionist,I really enjoy working with Travelodge. Great staff and manager is really kind and helpful.,There nothing to fix or bedside,Receptionist I really enjoy working with Travelodge. Great staff and manager is really kind and helpful. There nothing to fix or bedside,0.003784091,0.012431474,0.98378444,Positive Sentiment
787150,Travelodge-Hotels-UK,18/09/2019, Server/Bartender,"Horley, Surrey, South East England, England, England",2,Negative Work Environment,"Good discounts
Fixed shift lengths
Possibility for overtime
Regular shift updates","Favouritism
Inconsistency
Minimum wage
Rude customers and staff","Negative Work Environment Good discounts
Fixed shift lengths
Possibility for overtime
Regular shift updates Favouritism
Inconsistency
Minimum wage
Rude customers and staff",0.24970394,0.60925835,0.14103772,Neutral Sentiment
787151,Travelodge-Hotels-UK,28/09/2019, Head of FP&A,"Thame, England, England",4,Great company with a people focus,"People focused, continuing growth and lots of opportunity",Some of the systems need some TLC (minor con),"Great company with a people focus People focused, continuing growth and lots of opportunity Some of the systems need some TLC (minor con)",0.003586792,0.039720777,0.9566924,Positive Sentiment
787152,Travelodge-Hotels-UK,30/09/2019, Receptionist,"London, England, England",2,My manager was awful,#NAME?,#NAME?,My manager was awful #NAME? #NAME?,0.9706625,0.026177293,0.003160218,Negative Sentiment
787153,Travelodge-Hotels-UK,07/10/2019, Front Desk Receptionist,"Ludlow, England, England",5,I love this job!,"Great team to work with, My Manager is great and really appreciates her staff's efforts. I work the 3-11pm shift at present and so work with the guests daily and most are very nice people. Lone working suits me and I'm pretty much my own boss here as long as the daily duties are done I can choose how to work my shift to suit me.","Lone work doesn't suit everyone, It can be overwhelming when things go wrong and of course some guests are difficult!, Training is a sharp learning curve and you will forget things and not know what to do but our Manager is always available by phone to support us.","I love this job! Great team to work with, My Manager is great and really appreciates her staff's efforts. I work the 3-11pm shift at present and so work with the guests daily and most are very nice people. Lone working suits me and I'm pretty much my own boss here as long as the daily duties are done I can choose how to work my shift to suit me. Lone work doesn't suit everyone, It can be overwhelming when things go wrong and of course some guests are difficult!, Training is a sharp learning curve and you will forget things and not know what to do but our Manager is always available by phone to support us.",0.031147262,0.07606154,0.8927912,Positive Sentiment
787154,Travelodge-Hotels-UK,07/10/2019, Night Team Member,"Derby, England, England",4,"Good staff, easy money, somewhere warm for the night. Cricket ground.","Friendly staff.
Aspire course. 
Laid back. 
No repercussions.","Staff can sleep with guests and do (5 mins after shift). Management don't resolve issues. Overworked day staff. Decent moral. Abuse, violence and drugs on site frequently.","Good staff, easy money, somewhere warm for the night. Cricket ground. Friendly staff.
Aspire course. 
Laid back. 
No repercussions. Staff can sleep with guests and do (5 mins after shift). Management don't resolve issues. Overworked day staff. Decent moral. Abuse, violence and drugs on site frequently.",0.32797295,0.42664644,0.24538057,Neutral Sentiment
787155,Travelodge-Hotels-UK,08/10/2019, Housekeeper,"Ashford, Kent, South East England, England, England",4,Okay,"Meet great colleagues, 50% off",Some management could really be more considerate,"Okay Meet great colleagues, 50% off Some management could really be more considerate",0.017864523,0.13869473,0.8434408,Positive Sentiment
787156,Travelodge-Hotels-UK,08/10/2019, Housekeeper,"London, England, England",1,Terrible place to work,"Flexible shifts
Work not too difficult","No overtime pay
Poor management
Senior staff horrible to housekeepers
Staff do not respect or care for eachother
Physically demanding job","Terrible place to work Flexible shifts
Work not too difficult No overtime pay
Poor management
Senior staff horrible to housekeepers
Staff do not respect or care for eachother
Physically demanding job",0.9389777,0.055328406,0.005693947,Negative Sentiment
787157,Travelodge-Hotels-UK,10/10/2019, Hotel Manager,"London, England, England",1,Avoid,Some good people in the business who want to support each other.,No structured induction provided to me when I joined. Antiquated back office/reception processes and systems which teams struggle with. Company unwilling to invest in product then question why scores are low. Hotel Managers expected to run complex businesses while completing reception shifts to meet labour targets.,Avoid Some good people in the business who want to support each other. No structured induction provided to me when I joined. Antiquated back office/reception processes and systems which teams struggle with. Company unwilling to invest in product then question why scores are low. Hotel Managers expected to run complex businesses while completing reception shifts to meet labour targets.,0.40503564,0.45842785,0.13653657,Neutral Sentiment
787158,Travelodge-Hotels-UK,27/10/2019, Anonymous Employee,"Brighton, England, England",3,My time working for travelidge,Energetic team members who would lighten the mood,The rooms could be disgusting to clean,My time working for travelidge Energetic team members who would lighten the mood The rooms could be disgusting to clean,0.475471,0.41358536,0.110943735,Negative Sentiment
787159,Travelodge-Hotels-UK,03/11/2019, Team Member,"Glasgow, Scotland, Scotland",1,Awful experience at Braehead Travelodge,"The team members I worked with were great, loved dealing with guests and getting to know people. 50% off rooms was also good.","The management is really badly organised in the Travelodge at Braehead which it makes it a difficult place to work. There is a high staff turnover which is due to management, so it's hard to build a team. In this particular hotel I find management to be unprofessional and there is a serious lack of confidentiality.","Awful experience at Braehead Travelodge The team members I worked with were great, loved dealing with guests and getting to know people. 50% off rooms was also good. The management is really badly organised in the Travelodge at Braehead which it makes it a difficult place to work. There is a high staff turnover which is due to management, so it's hard to build a team. In this particular hotel I find management to be unprofessional and there is a serious lack of confidentiality.",0.64186794,0.24151114,0.116620935,Negative Sentiment
787160,Travelodge-Hotels-UK,04/11/2019, Night Receptionist,"Burford, England, England",5,Great work enviorment!!,"Change to progress .
Easy shifts .
Being part of a huge company.","Minimum wage.
Overtime paid at 46h+","Great work enviorment!! Change to progress .
Easy shifts .
Being part of a huge company. Minimum wage.
Overtime paid at 46h+",0.008842573,0.09648055,0.8946768,Positive Sentiment
